_id,created,public,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,score,updated,uuid,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year
63516fedb9c880af1f305b7a,2022-09-01T15:16:05.445Z,True,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,10.18632/aging.100968,0.0,Aging (Albany NY),27191382,0.0,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,2016,0.81,2022-09-01T15:16:05.445Z,fd5713cd-748e-4a55-889a-9ed418021731,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,Aging (Albany NY),,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,Aging (Albany NY),,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,Aging (Albany NY),,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,Aging (Albany NY),,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,,"Putin E, Mamoshina P, Aliper A, Korzinkin M, Moskalev A, Kolosov A, Ostrovskiy A, Cantor C, Vijg J, Zhavoronkov A",,Aging (Albany NY),,Deep biomarkers of human aging: Application of deep neural networks to biomarker development.,03/07/2022 10:49:51,
63516fedb9c880af1f305b7b,2022-09-01T15:16:05.445Z,True,"Sunseri J, Ragoza M, Collins J, Koes DR",,10.1007/s10822-016-9960-x,0.0,J Comput Aided Mol Des,27592011,0.0,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,2016,0.52,2022-09-01T15:16:05.445Z,4a3c8c15-7e55-4033-a570-4dd9364e7be4,"Sunseri J, Ragoza M, Collins J, Koes DR",,J Comput Aided Mol Des,,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,,"Sunseri J, Ragoza M, Collins J, Koes DR",,J Comput Aided Mol Des,,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,,"Sunseri J, Ragoza M, Collins J, Koes DR",,J Comput Aided Mol Des,,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,,"Sunseri J, Ragoza M, Collins J, Koes DR",,J Comput Aided Mol Des,,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,,"Sunseri J, Ragoza M, Collins J, Koes DR",,J Comput Aided Mol Des,,A D3R prospective evaluation of machine learning for protein-ligand scoring.,03/13/2022 19:09:08,
63516fedb9c880af1f305b7c,2022-09-01T15:16:05.445Z,True,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,10.1177/1087057115623451,0.0,J Biomol Screen,26746583,0.0,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,2016,0.76,2022-09-01T15:16:05.445Z,bad7ff2b-45e0-4386-ba20-6ff517bf0db5,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,J Biomol Screen,,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,J Biomol Screen,,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,J Biomol Screen,,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,J Biomol Screen,,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,,"Kandaswamy C, Silva LM, Alexandre LA, Santos JM",,J Biomol Screen,,High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning.,03/17/2022 23:10:43,
63516fedb9c880af1f305b7d,2022-09-01T15:16:05.445Z,True,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,10.1002/minf.201500108,0.0,Mol Inform,27491922,0.0,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,2016,0.62,2022-09-01T15:16:05.445Z,c0279a1e-2bf3-4fe2-8d40-9c9cc040608d,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,Mol Inform,,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,Mol Inform,,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,Mol Inform,,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,Mol Inform,,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,,"Chen AS, Westwood NJ, Brear P, Rogers GW, Mavridis L, Mitchell JB",,Mol Inform,,A Random Forest Model for Predicting Allosteric and Functional Sites on Proteins.,03/23/2022 12:35:43,
63516fedb9c880af1f305b85,2022-09-01T15:16:05.445Z,True,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,10.1124/jpet.116.232660,0.0,J Pharmacol Exp Ther,27488918,0.0,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,2016,0.62,2022-09-01T15:16:05.445Z,e9716212-a945-4dc9-b615-7fc1704b6dbf,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,J Pharmacol Exp Ther,,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,J Pharmacol Exp Ther,,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,J Pharmacol Exp Ther,,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,J Pharmacol Exp Ther,,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,,"Liu HC, Goldenberg A, Chen Y, Lun C, Wu W, Bush KT, Balac N, Rodriguez P, Abagyan R, Nigam SK",,J Pharmacol Exp Ther,,"Molecular Properties of Drugs Interacting with SLC22 Transporters OAT1, OAT3, OCT1, and OCT2: A Machine-Learning Approach.",02/09/2022 10:22:18,
63516fedb9c880af1f305b86,2022-09-01T15:16:05.445Z,True,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,10.1371/journal.pcbi.1005158,0.0,PLoS Comput Biol,27832081,0.0,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,2016,0.71,2022-09-01T15:16:05.445Z,5de83145-b739-43f7-a0cf-8c223ddf45f9,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,PLoS Comput Biol,,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,PLoS Comput Biol,,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,PLoS Comput Biol,,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,PLoS Comput Biol,,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,,"Willett DS, George J, Willett NS, Stelinski LL, Lapointe SL",,PLoS Comput Biol,,Machine Learning for Characterization of Insect Vector Feeding.,02/21/2022 23:04:51,
63516fedb9c880af1f305b87,2022-09-01T15:16:05.445Z,True,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,10.1371/journal.pone.0164649,0.0,PLoS One,27855170,0.0,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,2016,0.38,2022-09-01T15:16:05.445Z,ae4b3d28-aac1-4f6c-87b5-cd0f72a69674,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,PLoS One,,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,PLoS One,,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,PLoS One,,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,PLoS One,,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,,"Crisman TJ, Zelaya I, Laks DR, Zhao Y, Kawaguchi R, Gao F, Kornblum HI, Coppola G",,PLoS One,,Identification of an Efficient Gene Expression Panel for Glioblastoma Classification.,02/23/2022 17:15:55,
63516fedb9c880af1f305b95,2022-09-01T15:16:05.445Z,True,"Schnoerr D, Grima R, Sanguinetti G",,10.1038/ncomms11729,0.0,Nat Commun,27222432,0.0,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,2016,0.76,2022-09-01T15:16:05.445Z,2882dbba-6819-442d-b027-50598cd5a0a6,"Schnoerr D, Grima R, Sanguinetti G",,Nat Commun,,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,,"Schnoerr D, Grima R, Sanguinetti G",,Nat Commun,,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,,"Schnoerr D, Grima R, Sanguinetti G",,Nat Commun,,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,,"Schnoerr D, Grima R, Sanguinetti G",,Nat Commun,,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,,"Schnoerr D, Grima R, Sanguinetti G",,Nat Commun,,Cox process representation and inference for stochastic reaction-diffusion processes.,03/16/2022 17:02:02,
665a01aa37ea6fa797a6bd7d,2024-05-31T16:58:18.981Z,True,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,10.1186/s12864-016-3289-7,,BMC Genomics,27875980,,Comparative genomics of European avian pathogenic E. Coli (APEC),,2016,0.95,2024-05-31T16:58:18.981Z,4871c35e-fd51-4036-abbc-783f8f4ca99a,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,BMC Genomics,,Comparative genomics of European avian pathogenic E. Coli (APEC),,,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,BMC Genomics,,Comparative genomics of European avian pathogenic E. Coli (APEC),,,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,BMC Genomics,,Comparative genomics of European avian pathogenic E. Coli (APEC),,,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,BMC Genomics,,Comparative genomics of European avian pathogenic E. Coli (APEC),,,"Guido Cordoni, Martin J. Woodward, Huihai Wu, Mishaal Alanazi, Tim Wallis and Roberto M. La Ragione",,BMC Genomics,,Comparative genomics of European avian pathogenic E. Coli (APEC),,
63516fedb9c880af1f305b39,2022-09-01T15:16:05.443Z,True,"Jia CZ, He WY, Yao YH",,10.1080/07391102.2016.1163294,0.0,J Biomol Struct Dyn,26957000,0.0,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,2017,0.52,2022-09-01T15:16:05.443Z,36e9870f-9db6-4673-90a4-ad00c967c0bd,"Jia CZ, He WY, Yao YH",,J Biomol Struct Dyn,,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,,"Jia CZ, He WY, Yao YH",,J Biomol Struct Dyn,,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,,"Jia CZ, He WY, Yao YH",,J Biomol Struct Dyn,,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,,"Jia CZ, He WY, Yao YH",,J Biomol Struct Dyn,,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,,"Jia CZ, He WY, Yao YH",,J Biomol Struct Dyn,,OH-PRED: prediction of protein hydroxylation sites by incorporating adapted normal distribution bi-profile Bayes feature extraction and physicochemical properties of amino acids.,02/23/2022 16:01:54,
63516fedb9c880af1f305b3e,2022-09-01T15:16:05.443Z,True,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,10.1094/PHYTO-04-17-0162-R,0.0,Phytopathology,28696170,0.0,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,2017,0.62,2022-09-01T15:16:05.443Z,d1a1ce81-ead9-4970-ba09-10e679dcfc03,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,,,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,,,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,,,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,,,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,,"Harteveld DOC, Grant MR, Pscheidt JW, Peever TL",,,,Predicting Ascospore Release of Monilinia vaccinii-corymbosi of Blueberry with Machine Learning.,05/20/2022 17:19:51,
63516fedb9c880af1f305b61,2022-09-01T15:16:05.444Z,True,"Adl AA, Lee HS, Qian X",,10.1109/TCBB.2016.2586042,0.0,IEEE/ACM Trans Comput Biol Bioinform,27362985,0.0,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,2017,0.62,2022-09-01T15:16:05.444Z,006ff363-6c34-4593-86af-0aa3b8af83d1,"Adl AA, Lee HS, Qian X",,IEEE/ACM Trans Comput Biol Bioinform,,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,,"Adl AA, Lee HS, Qian X",,IEEE/ACM Trans Comput Biol Bioinform,,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,,"Adl AA, Lee HS, Qian X",,IEEE/ACM Trans Comput Biol Bioinform,,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,,"Adl AA, Lee HS, Qian X",,IEEE/ACM Trans Comput Biol Bioinform,,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,,"Adl AA, Lee HS, Qian X",,IEEE/ACM Trans Comput Biol Bioinform,,Detecting Pairwise Interactive Effects of Continuous Random Variables for Biomarker Identification with Small Sample Size.,01/26/2022 11:27:05,
63516fedb9c880af1f305b62,2022-09-01T15:16:05.444Z,True,"Nicola W, Clopath C",,10.1038/s41467-017-01827-3,0.0,Nat Commun,29263361,0.0,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,2017,0.57,2022-09-01T15:16:05.444Z,964f49d7-ae30-4db1-8d54-ca667d7e64d5,"Nicola W, Clopath C",,Nat Commun,,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,,"Nicola W, Clopath C",,Nat Commun,,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,,"Nicola W, Clopath C",,Nat Commun,,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,,"Nicola W, Clopath C",,Nat Commun,,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,,"Nicola W, Clopath C",,Nat Commun,,Supervised learning in spiking neural networks with FORCE training.,01/28/2022 12:34:45,
63516fedb9c880af1f305b63,2022-09-01T15:16:05.444Z,True,"Zwierzyna M, Overington JP",,10.1371/journal.pcbi.1005641,0.0,PLoS Comput Biol,28678787,0.0,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,2017,0.76,2022-09-01T15:16:05.444Z,f11b2731-c298-4706-b5fb-70d1068217da,"Zwierzyna M, Overington JP",,PLoS Comput Biol,,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,,"Zwierzyna M, Overington JP",,PLoS Comput Biol,,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,,"Zwierzyna M, Overington JP",,PLoS Comput Biol,,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,,"Zwierzyna M, Overington JP",,PLoS Comput Biol,,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,,"Zwierzyna M, Overington JP",,PLoS Comput Biol,,Classification and analysis of a large collection of in vivo bioassay descriptions.,01/31/2022 08:45:48,
63516fedb9c880af1f305b64,2022-09-01T15:16:05.444Z,True,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,10.1016/j.drudis.2017.05.008,0.0,Drug Discov Today,28624633,0.0,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,2017,0.67,2022-09-01T15:16:05.444Z,02cbd7a6-f8b7-425b-8d94-ec6d79a8aebc,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,02/02/2022 10:08:47,
63516fedb9c880af1f305b65,2022-09-01T15:16:05.444Z,True,"Sundaram L, Bhat RR, Viswanath V, Li X",,10.1002/humu.23272,0.0,Hum Mutat,28600868,0.0,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,2017,0.71,2022-09-01T15:16:05.444Z,30e2b822-a203-454f-9cb8-41623505bcda,"Sundaram L, Bhat RR, Viswanath V, Li X",,Hum Mutat,,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,,"Sundaram L, Bhat RR, Viswanath V, Li X",,Hum Mutat,,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,,"Sundaram L, Bhat RR, Viswanath V, Li X",,Hum Mutat,,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,,"Sundaram L, Bhat RR, Viswanath V, Li X",,Hum Mutat,,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,,"Sundaram L, Bhat RR, Viswanath V, Li X",,Hum Mutat,,DeepBipolar: Identifying genomic mutations for bipolar disorder via deep learning.,02/08/2022 23:45:07,
63516fedb9c880af1f305b66,2022-09-01T15:16:05.444Z,True,"Real E, Asari H, Gollisch T, Meister M",,10.1016/j.cub.2016.11.040,0.0,Curr Biol,28065610,0.0,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,2017,0.71,2022-09-01T15:16:05.444Z,8fbaaea0-bcec-4aaf-a34b-86f7471a84cc,"Real E, Asari H, Gollisch T, Meister M",,Curr Biol,,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,,"Real E, Asari H, Gollisch T, Meister M",,Curr Biol,,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,,"Real E, Asari H, Gollisch T, Meister M",,Curr Biol,,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,,"Real E, Asari H, Gollisch T, Meister M",,Curr Biol,,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,,"Real E, Asari H, Gollisch T, Meister M",,Curr Biol,,Neural Circuit Inference from Function to Structure.,02/15/2022 17:17:01,
63516fedb9c880af1f305b67,2022-09-01T15:16:05.444Z,True,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,10.1186/s12859-017-1879-2,0.0,BMC Bioinformatics,29219069,0.0,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,2017,0.71,2022-09-01T15:16:05.444Z,e104aa68-ff85-4fed-bc9f-06f1cdc39835,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,BMC Bioinformatics,,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,BMC Bioinformatics,,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,BMC Bioinformatics,,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,BMC Bioinformatics,,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,,"Tang Y, Liu D, Wang Z, Wen T, Deng L",,BMC Bioinformatics,,A boosting approach for prediction of protein-RNA binding residues.,03/02/2022 17:27:58,
63516fedb9c880af1f305b68,2022-09-01T15:16:05.444Z,True,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,10.1016/j.drudis.2017.05.008,0.0,Drug Discov Today,28624633,0.0,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,2017,0.81,2022-09-01T15:16:05.444Z,f04fcb26-53d5-4ac0-8458-c45183b92b0c,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,,"Sánchez-Rodríguez A, Pérez-Castillo Y, Schürer SC, Nicolotti O, Mangiatordi GF, Borges F, Cordeiro MNDS, Tejera E, Medina-Franco JL, Cruz-Monteagudo M",,Drug Discov Today,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach.,03/08/2022 10:24:58,
