shortid,_id,created,public,score,updated,uuid,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,matches_dataset/availability,matches_dataset/provenance,matches_dataset/redundancy,matches_dataset/splits,matches_optimization/algorithm,matches_optimization/config,matches_optimization/encoding,matches_optimization/features,matches_optimization/fitting,matches_optimization/meta,matches_optimization/parameters,matches_optimization/regularization,matches_model/availability,matches_model/duration,matches_model/interpretability,matches_model/output,matches_evaluation/availability,matches_evaluation/comparison,matches_evaluation/confidence,matches_evaluation/measure,matches_evaluation/method
agwmu9cbwt,63516fedb9c880af1f305b34,2022-09-01T15:16:05.443Z,True,0.76,2022-09-01T15:16:05.443Z,0ade3d57-3ebf-4c42-af9c-48b4b4fd2e54,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,10.1186/s12885-021-08647-1,0.0,BMC Cancer,34372798,0.0,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/21/2022 11:17:51,2021,"Dataset 1: URL: https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga

Dataset 2: URL: https://ocg.cancer.gov/programs/target

Dataset 3: URL: https://proteomics.cancer.gov/programs/cptac","Dataset 1: Rnot reported-seq data from The Cancer Genome Atlas for different patients affected by different types of cancer. To the end of ML classification, patients where classified as ""High risk"" or ""Low risk"" based on the Overall Survival time. N = 2210; distribution of High risk and Low risk patients not reported Used in other papers.

Dataset 2: Rnot reported-seq data from Therapeutically Applicable Research to Generate Effective Treatments (TARGET) dataset (N = 1122). Used in other papers.

Dataset 3: Rnot reported-seq data from Clinical Proteomic Tumor Analysis Consortium (CPTAC) dataset (N=391). Used in other papers.","Dataset splits for Dataset 1 do not overlap. 

Dataset 1, 2 and 3 are independent from each other.","Dataset 1 divided in training set (N = 1878) and test set (N = 332). Distribution of High and Low risk patients not reported

Datasets 2 and 3 used as independent test set. Distribution of High and Low risk patients not reported",Random Forest,"No, but full code is available.",No tranformation.,5 lncRnot reported sequences selected from 731. A ML algorithm based on random forest was used for feature selection. Feature selection was operated on training data only.,,"Yes. Feature selection operated using ML. The set used for feature selection is the same used for the training of the classifier, but the validation for the classifier is operated on independent dataset (Dataset 2 and 3).",,,"Yes, code available at: https://github.com/guoqingbao/PanCancerLncRNA",,Black box,,"Yes, the evaluation procedure and code is available at: https://github.com/guoqingbao/PanCancerLncRNA",The model is not compared with others.,,Area Under Curve (AUC),Test set derived from Dataset 1; Independent Datasets 2 and 3.
dmb4u51v5o,63516fedb9c880af1f305b35,2022-09-01T15:16:05.443Z,True,0.76,2022-09-01T15:16:05.443Z,b3b4561c-e904-4def-89cd-783ff01a3b12,"Sani OG, Abbaspourazad H, Wong YT, Pesaran B, Shanechi MM",,10.1038/s41593-020-00733-0,0.0,Nat Neurosci,33169030,0.0,Modeling behaviorally relevant neural dynamics enabled by preferential subspace identification.,03/16/2022 16:40:33,2021,Yes. URL for waltz database: http://waltzdb.switchlab.org/,"Waltz database of hexapeptides, classified in amyloidogenic (pos) and nonamyloidogenic (neg). N_pos = 541; N_neg = 901. Dataset used in other papers. Dataset enriched with physicochemical proprieties of amino-acids derived from AAindex. ",The two dataset have no overlaps.,Dataset splitted in test set (N_pos = 158; N_neg = 309) and training set (N_pos = 383; N_neg = 592),,,Aminoacid sequences enriched with physicochemical proprieties from AAindex (for each amino-acid),3318. No feature selection strategy.,"The number of features is huge, but no strategy for overfitting prevention was adopted.",,,,The classiffier is available at: https://pitgroup.org/bap/; the source code is not available.,,Transparent. The support vector machine linearly separates samples based on the physicochemical features of the aminoacids.,Classification (amyloidogenic or nonamyloidogenic),,"Compared with another algorithm, but the comparison is only based on the accuracy.",No confidence intervals or statistical significance stated.,"Accuracy, ROC curve, Area Under Curve (AUC)",Prediction on the test set.
kr8wmng69g,63516fedb9c880af1f305b36,2022-09-01T15:16:05.443Z,True,0.71,2022-09-01T15:16:05.443Z,621ff42a-1daa-4b6d-b190-e35478b9af68,"Kanfer G, Sarraf SA, Maman Y, Baldwin H, Dominguez-Martin E, Johnson KR, Ward ME, Kampmann M, Lippincott-Schwartz J, Youle RJ",,10.1083/jcb.202006180,0.0,J Cell Biol,33464298,0.0,Image-based pooled whole-genome CRISPRi screening for subcellular phenotypes.,03/21/2022 08:46:51,2021,Yes. They used a public dataset published in a previous paper. Paper doi: 10.1109/ACCESS.2020.3010287,"Public dataset of Chest X Rays scans labeled for ""normal"", ""viral pneumonia"", and ""COVID-19"". N_normal = 1341; N_viral_pneumonia = 1345; N_covid19 = 219. Used in previous papers.",Only one dataset is used. They used 5-fold cross-validation on the dataset for evaluation.,No test or validation set used. They used 5-fold cross-validation on the dataset for evaluation. Distribution of the classes in the splits not reported,"Combination of three DenseNet-121, the output of which was combined in a final fully connected layer. ",,The classifier input data are generated by an unsupervised ML algorithm (MS-AdaNet). No transformation is stated for the input data of MS-AdaNet.,The inputs of the algorithm are three images. The definition of the images is not reported,,"Yes. The classifier input data are generated using an unsupervised ML algorithm extracting three image features from Chest X Rays scans. Such unsupervised ML algorithm is a convolutional adversarial network (they call that ""MS-AdaNet"").

They train and test MS-AdaNet on a independent dataset to prove its ability in extrating features. However they trained this algorithm also on the dataset use for classification when the MS-AdaNet is used as input for the classifier.",,No overfitting prevention strategy is mentioned.,,,Black box,,,Compared with other methods presented in literature.,No confidence intervals or statistical significance provided.,"Accuracy, F1 score, Recall, and Precision",5-fold cross-validation
1bn52lke7u,63516fedb9c880af1f305b37,2022-09-01T15:16:05.443Z,True,0.57,2022-09-01T15:16:05.443Z,4d57e85d-7eba-478f-9400-c8f4acb9fdcc,"Ju F, Zhu J, Shao B, Kong L, Liu TY, Zheng WM, Bu D",,10.1038/s41467-021-22869-8,0.0,Nat Commun,33953201,0.0,CopulaNet: Learning residue co-evolution directly from multiple sequence alignment for protein structure prediction.,03/06/2022 18:09:45,2021,"Yes, https://chemicalchecker.org/",Public database,,Size not reported 80:20 train-test split,Neural network,,n-dimensional vectors,,,,,"Yes, Global orthogonal regularization (alpha = 1)",,,Black box,,,,,,
ix9p2rdt6k,63516fedb9c880af1f305b38,2022-09-01T15:16:05.443Z,True,0.71,2022-09-01T15:16:05.443Z,9bbabc44-4041-4c29-aacc-649db0ba034b,"Gao D, Morini E, Salani M, Krauson AJ, Chekuri A, Sharma N, Ragavendran A, Erdin S, Logan EM, Li W, Dakka A, Narasimhan J, Zhao X, Naryshkin N, Trotta CR, Effenberger KA, Woll MG, Gabbeta V, Karp G, Yu Y, Johnson G, Paquette WD, Cutting GR, Talkowski ME, Slaugenhaupt SA",,10.1038/s41467-021-23663-2,0.0,Nat Commun,34099697,0.0,A deep learning approach to identify gene targets of a therapeutic for human splicing disorders.,03/07/2022 21:14:17,2021,"No. However, raw data can be downloaded  as data sets can be of GSE53625 from GEO (https://www.ncbi.nlm.nih.gov/geo/) and 37 ESCC cases with Asian ancestry from TCGA (UCSC Xena, https://xena.ucsc.edu/).",Downloaded from public sources,No similarity check,"Train set of 134 samples, test of 45 samples, and a validation sets consisting of 86 samples. No mention to N_pos or N_neg.","Generalized Linear models, SVM, NN, Random Forests and XGBoost,",,Normalization according to an external reference Gut. 2014;63(11):1700–10. https://doi.org/10.1136/gutjnl-2013-305806.,No description,No description,,No description,,,,Linear models and ensemble methods,both regression and classification,,No comparison,Unpaired or paired Student t-test and log-rank tests for Kaplan-Meier,,"one training set, one test set and one validation set."
bd02oq0dn5,63516fedb9c880af1f305b57,2022-09-01T15:16:05.444Z,True,0.62,2022-09-01T15:16:05.444Z,396609c8-552f-4eed-9c3e-18a8c4238dd0,"Keresztes L, Szögi E, Varga B, Farkas V, Perczel A, Grolmusz V",,10.3390/biom11040500,0.0,Biomolecules,33810341,0.0,The Budapest Amyloid Predictor and Its Applications.,02/18/2022 08:57:44,2021,in supplementary files,they created the dataset,,"training set: 40 (23 active and 17 inactive) patients & 24 healthy, validation set: 26 (18 active and 8 inactive) patients & 16 healthy",,,global features invlude various clinical characteristis of sampes.,"4(Plasma samples were used to measure cell-free Dnot reported, NE-Dnot reported, MPO-Dnot reported,
and citH3-Dnot reported complexes from training and validation sets.)",,,Grid search and Gaussian radial basis function kernels were implemented for tuning parameters.,,,,Black box,classification: binary predictions,,novel approach,svms accuracy,"ROC, AUC, sensitivity, specificity",indipendent dataset
lmmde595pw,63516fedb9c880af1f305b58,2022-09-01T15:16:05.444Z,True,0.86,2022-09-01T15:16:05.444Z,9d6ac10d-1ae3-42d0-bc30-3a9363a41b6f,"Bao G, Xu R, Wang X, Ji J, Wang L, Li W, Zhang Q, Huang B, Chen A, Zhang D, Kong B, Yang Q, Yuan C, Wang X, Wang J, Li X",,10.1109/JBHI.2020.3027680,0.0,IEEE J Biomed Health Inform,32991297,0.0,Identification of lncRNA Signature Associated With Pan-Cancer Prognosis.,02/18/2022 09:58:28,2021,"Yes, supposedly. Datasets are supposed to be available through URL (https://zhulab.ahu.edu.cn/m5CPred-SVM/) but link does not respond",Yes: source of data. Used by previous papers.,Yes: procedure to remove sequences with similarity >70% is applied in negative and positive datasets,"Yes: size of training, validation and test sets as well as distribution of N_pos and N_neg are given.",SVM (FITCSVM),No. URL given for model availability but link is broken (not sure what exact information was available in the URL),"Yes: specific sequence features
(k-nucleotide frequency (KNF), k-spaced nucleotide pair frequency (KSNPF), position-specific nucleotide propensity (PSNP), k-spaced position-specific dinucleotide propensity (KSPSDP), pseudo dinucleotide composition (PseDNC), Chemical property with density (CPD))
",Yes: number of features and feature selection on the ten-fold cross-validation dataset using sequential forward feature selection (SFS),No exclusion mentioned,,"Yes: 2 (box constraint and kernel scale)
Selected through grid search on ten-fold cross-validation dataset",Yes (sequential forward feature selection (SFS) to reduce redundant features),Website URL (but link is broken),,"Transparent at the level of the feature selection (evaluation results for different combinations of features), put in connection with mean sequence difference between positive and negative sets",,,"Comparison of SVM with other classifiers (KNN, Adaboost, random forests, decision tree, logistic regression and XGBoost) on the same cross-validation dataset.
 Comparison of their best method (SVM) with five other existing methods with webserver availability (RNAm5Cfinder, iRNA-m5C, iRNAm5C-PseDNC and RNAm5Cpred, PEA-m5C). Table presenting algorithm class and features used by these methods is presented.","List of so-called “significantly higher“ performance metric values in favor of their method, but without confidence interval or explicit p-values or even name of test performed.","Accuracy, sensitivity, specificity, precision, Matthews correlation coefficient and F1-score.
 Area under ROC and PRC",Independent test set
65taxw9gs8,63516fedb9c880af1f305b59,2022-09-01T15:16:05.444Z,True,0.76,2022-09-01T15:16:05.444Z,26486d2e-e909-4b8a-a883-ec4878c2a8e0,"Arredondo Eve A, Tunc E, Liu YJ, Agrawal S, Erbak Yilmaz H, Emren SV, Akyıldız Akçay F, Mainzer L, Žurauskienė J, Madak Erdogan Z",,10.3390/metabo11060339,0.0,Metabolites,34070374,0.0,Identification of Circulating Diagnostic Biomarkers for Coronary Microvascular Disease in Postmenopausal Women Using Machine-Learning Techniques.,03/26/2022 18:39:06,2021,,SNP data for a total of 9966 subjects: 4974 training cohort subjects living in Miyagi prefecture recruited by Tohoku University and 4992 validation cohort subjects living in Iwate prefecture recruited by Iwate Medical University. ,"Training and test sets are independent. Subjects with a low call rate (<0.98, n = 2 in the training cohort and n = 3 in the validation cohort) were excluded.
They detected 2156 close-relationship pairs (620 in the training cohort and 1536 in the validation cohort) using the identity-by-descent method in PLINK software among the training cohort, the validation cohort, or between these cohorts. Then, in each of these pairs, a subject with lower call rates was excluded. Variants with low call rates, low Hardy–Weinberg equilibrium exact-test P values, or low minor-allele frequencies were filtered out. Subjects without outcome or covariate information (n = 669 in the training cohort and n = 408 in the validation cohort) were excluded. Finally, 3685 subjects in the training cohort and 3048 subjects in the validation cohort with 615,386 variants were subjected to prediction analyses.","After filtering, 3685 subjects in the training cohort and 3048 subjects in the validation cohort with 615,386 variants were subjected to prediction analyses.",Novel prediction algorithm: Smooth-Threshold Multivariate Genetic Prediction (STMGP),,,"They prepared SNP data, phenotype data, and covariate data for both the training and test
datasets for the input of the function (3 features).",,,2 tuning parameters.,Strategy to reduce overfitting: screening and building penalized regression models.,"The program code for STMGP (STMGP v1.0), including the function used in the study, is available via CRAN, the official R package archive.",,Black box,,,"The performance of STMGP was evaluated in terms of prediction accuracy and
 the degree of overfitting, and compared with that of other state-of-the-art methods, which included, in addition to PRS and GBLUP, summary-data-based best linear-unbiased prediction (SBLUP) , BayesR (a Bayesian hierarchical model for complex trait analysis) , and ridge regression (penalized regression model).","STMGP showed the highest prediction accuracy with the lowest degree of overfitting, although there was no significant difference in prediction accuracy.",,The performance of STMGP was evaluated in terms of prediction accuracy and the degree of overfitting.
h1b95pkq6c,63516fedb9c880af1f305b5a,2022-09-01T15:16:05.444Z,True,0.67,2022-09-01T15:16:05.444Z,fff9d12e-3bb2-4353-9447-8540487d7c84,"Koo BS, Eun S, Shin K, Yoon H, Hong C, Kim DH, Hong S, Kim YG, Lee CK, Yoo B, Oh JS",,10.1186/s13075-021-02567-y,0.0,Arthritis Res Ther,34229736,0.0,Machine learning model for identifying important clinical features for predicting remission in patients with rheumatoid arthritis treated with biologics.,03/29/2022 22:22:24,2021,,"Data collection was conducted through samples aggregated from mango
plants. Data is composed of images. 
They perform 3 experimental scenarios: Dataset size (510, 46.500, 62.047).",,"The overall original dataset has been divided into three subsets
namely (i) training; (ii) validation and (iii) testing with 60%, 20% and
20% respectively.","The VGG-16 network architecture (Simonyan & Zisserman, 2014) has been updated to replace the last block containing the softmax classification with a fully-connected layer
(FCL).",,"Data augmentation: blur (+ affine transform), contrast (+ affine transform), noise (+ affine transform). In total, for every image in the original dataset, additional 150 images have been generated through the presented augmentation process.",The extracted features are flattened: input feature vector [7*7*512].,They report overfitting and state that they will evaluate the performance of the network training against the overfitting in future research activity.,,"The weights of the VGG-16 network have been preserved from the pre-trained model. FCL layer network which consists of 2-layers. The first layer is activated by the ReLU function and consists of 256 nodes, followed by the second layer consisting of 16 nodes activated by softmax.",,,"The cloud-based deployment of the CPU-only Tensorflow with Keras library has resulted
 in the computational time between 2 s to 2.99 s for the classification of the input image and provide a response to the mobile application.",Black box,,,,,,
v4efeulceq,63516fedb9c880af1f305b5b,2022-09-01T15:16:05.444Z,True,0.76,2022-09-01T15:16:05.444Z,d8f4a424-12a1-40cc-8bde-3f756df2316b,"Gonzalez G, Gong S, Laponogov I, Bronstein M, Veselkov K",,10.1186/s40246-021-00333-4,0.0,Hum Genomics,34099048,0.0,Predicting anticancer hyperfoods with graph convolutional networks.,06/23/2022 03:51:32,2021,Yes. https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80672,"The data set is publicly available
and described in detail in https://doi.org/10.1016/j.cmet.2017.03.016 
141 data points, problem of regression for predicting chronological age of mice based on their methylation profiles.",Αll age classes appeared almost equally in both sets.,training (n = 75) and validation(n = 66),accelerated generalized gradient descent. ,,SVD for groups' separation,,,,"p=6. penalty parameter λ,  α ∈ [0, 1] is the mixing parameter which convexly links the penalties, ε_rel relative accuracy,  groups from SVD, weights for each explanatory variable, proportion ξ λmin = ξλmax.","Yes. Regularization paths for the lasso, group lasso, sparse-group lasso, and IPF-lasso for linear regression models",yes in Additional files and https://github.com/jklosa/seagull,20'-5h compared to 45h of previous methods,,"regression of methylation age of mice. Eventually, seagull provides a sequence of penalty parameters and calculates the corresponding path of solutions.",,comparison of the outcome of seagull to that of the established R package SGL 1.3,the results of seagull and SGL were very similar (R^2 > 0.99),"MSE of predicted age based on methylation data, squared correlation coefficient R^2 between predicted and chronological age, the number
 of features with an estimated effect different from zero, the execution
 time needed to compute the entire regularization path.",independent dataset
6ykikkh959,63516fedb9c880af1f305b77,2022-09-01T15:16:05.444Z,True,0.71,2022-09-01T15:16:05.444Z,ea4a498a-ad09-4fe4-9fba-a01b495ea341,"Zhang S, Qu R, Wang P, Wang S",,10.1155/2021/2203636,0.0,Comput Math Methods Med,34603483,0.0,Identification of Novel COVID-19 Biomarkers by Multiple Feature Selection Strategies.,04/06/2022 17:27:29,2021,,"2 large sleep EEG data sets: the Massachusetts General Hospital (MGH) sleep lab
data set (N = 2532; ages 18-80); and the Sleep Heart Health Study (SHHS, N =1974; ages 40-80)",They maintain strict separation of training and testing participants.,"The MGH data set (N =2532) was partitioned into a healthy training set (N = 1343) used to train the model, and a testing set (N =1189) to evaluate model performance.

As validation, they used a subset of the SHHS data set where each participant underwent 2 study visits, referred as SHHS1 and SHHS2. The data set contains 987 adults for a total of 1974 nights of EEG recorded. They trained the model in 2 ways. First, they trained the model on 752 participants with paired EEGs (1504 EEGs) from both visits and tested on the held out 235 participants with paired EEGs (470 EEGs) in both visits. They trained the model on the 2365 EEGs from healthy participants in MGH data set. We then predicted BA on the 1974 paired EEGs in SHHS as the testing set.",Novel approach: They develop a machine learning model to predict BA based on 2 large sleep EEG data sets. The model is described in the paper.,"yes, included in the paper.","EEG signals are notch-filtered at 60 Hz to reduce line noise, and bandpass filtered from 0.5 Hz to 20 Hz to reduce myogenic artifacts.
For 30s-epochs, those with absolute amplitude larger than 500 m V are removed to minimize movement artifacts. Epochs containing flat EEG for more than 2 seconds are also removed. We also exclude EEGs contaminated by electrocardiogram, indicated by 1 Hz harmonic in the EEG spectrogram. To reduce interparticipant variance, the amplitude of each EEG channel is normalized to have zero median and unit interquartile range across the whole night. The total amount of data removed by these preprocessing procedures is
7% in the MGH data set and 9% in the SHHS data set.","They extract 102 features from each 30-second epoch covering both time and frequency domains. For each EEG recording, they average the features in each of the 5 sleep stages overtime, yielding 102 x 5 = 510 features per EEG.","One strength of the study is the use of large data sets. The number of EEGs involved in this study is large among relevant “BA” studies. The large size of the data sets helps to ensure the statistical power as well and to minimize selection bias. A large training set helps ensure that the trained model does not overfit to a particular data set, improving the ability togeneralize when applied beyond the training set. A large testing set allows accurate statistical measurement of how accurately the
model performs.",,"one. To determine the optimal hyperparameter, they randomly select 300 EEGs from the training set to serve as internal validation data.",,,,"Transparent. The use of a parametric model, improves model interpretation by inspecting each EEG feature and comparing to the age norm for each feature explicitly. An example is provided in Figure 5 of the paper.",,,,The method reports statistical significant results.,,The model is validated on a longitudinal cohort from a subset of the SHHS data set without neurological or cardiovascular disease.
m2bccoqnyy,63516fedb9c880af1f305b78,2022-09-01T15:16:05.445Z,True,0.57,2022-09-01T15:16:05.445Z,bfdbba26-c83c-43c0-8067-6e78c75facb7,"Momeni J, Parejo M, Nielsen RO, Langa J, Montes I, Papoutsis L, Farajzadeh L, Bendixen C, Căuia E, Charrière JD, Coffey MF, Costa C, Dall'Olio R, De la Rúa P, Drazic MM, Filipi J, Galea T, Golubovski M, Gregorc A, Grigoryan K, Hatjina F, Ilyasov R, Ivanova E, Janashia I, Kandemir I, Karatasou A, Kekecoglu M, Kezic N, Matray ES, Mifsud D, Moosbeckhofer R, Nikolenko AG, Papachristoforou A, Petrov P, Pinto MA, Poskryakov AV, Sharipov AY, Siceanu A, Soysal MI, Uzunov A, Zammit-Mangion M, Vingborg R, Bouga M, Kryger P, Meixner MD, Estonba A",,10.1186/s12864-021-07379-7,0.0,BMC Genomics,33535965,0.0,Authoritative subspecies diagnosis tool for European honey bees based on ancestry informative SNPs.,03/28/2022 20:30:14,2021,Yes. Supplementary material of the paper.,"307 cervical tumor samples from The Cancer Genome Atlas, 113 normal.",,"The data were randomly divided into ten different sets. Nine sets were used for training, and the remaining set was used for validation.",Logistic regression model.,,Feature selection.,"Hybrid feature selection schema based on information gain and sequential backward
feature selection (SBFS).",,,,,,,Black box,,,,,96.2% sensitivity and 95.2% specificity,tenfold cross-validation
9ydtb6du8j,63516fedb9c880af1f305b79,2022-09-01T15:16:05.445Z,True,0.67,2022-09-01T15:16:05.445Z,1788b70c-e3a7-4a8f-96a4-95a8ea1f3f40,"Gladding PA, Ayar Z, Smith K, Patel P, Pearce J, Puwakdandawa S, Tarrant D, Atkinson J, McChlery E, Hanna M, Gow N, Bhally H, Read K, Jayathissa P, Wallace J, Norton S, Kasabov N, Calude CS, Steel D, Mckenzie C",,10.2144/fsoa-2020-0207,0.0,Future Sci OA,34254032,0.0,A machine learning PROGRAM to identify COVID-19 and other diseases from hematology data.,06/23/2022 03:40:26,2021,Available upon request to the authors.,Data from previous publication and direct experiments. N= 26.,,"training set n = 26, divided in 4 classes. Class 1 = 10 elements, class 2 = 12, class 3 = 3, class 4 = 1.","ML prediction algorithm was developed based on an artificial neural network (ANN; JMP software, v12.0.1).",,Data were comprised of AUC values from each of the 26 cases.,2 factors.,,,3 hidden nodes.,,"Model developed based on an artificial neural network (ANN; JMP software, v12.0.1). There is no executable file available.",,"Transparent: classifies chemicals based on AUC parameters. Small dataset, few features and parameters considered.",Classification (4 classes).,,No comparison.,25 of 26 cases correctly assigned. There is a table with the probability of each case to be correctly classified.,,"Cross-validation, using a leave-one-out approach."
7cpzfr4v7k,63516fedb9c880af1f305b81,2022-09-01T15:16:05.445Z,True,0.9,2022-09-01T15:16:05.445Z,10dbaffe-4a11-44af-a1ac-7efd84988759,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,10.3390/diagnostics11091582,0.0,Diagnostics (Basel),34573923,0.0,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,2021,Yes (supporting information and website URL),Yes (The Cancer Genome Atlas),No dataset split  (unsupervised machine learning),"No dataset split  (unsupervised machine learning)
Labels used to assess performance are given in raw datasets","Multi-view clustering methods (early and late integration, similarity based, dimension reduction and statistical methods)",,"No, not in detail.
Class of feature used are described (gene sequence, expression and methylation) but no detail on encoding (only reference to source of data)","Yes, indirectly: processed raw data and algorithm for feature selection are given",No exclusion mentioned,,"Number of clusters: algorithm for selection is presented (elbow method) 
Other parameters are not directly given but protocol used to select them are given (= if available: adherence to the guidelines given by the packages developers) ","Yes, regularization may be used by some methods (but not clear in the publication what was really implemented in the used packages)
e.g.
Least Absolute Shrinkage and Selection Operator regularization is used by iCluster
Nuclear norm regularization is used by LRACluster
A regularization term is used by rMKL-LPP
Sparsity regularization is used by Canonical Correlation Analysis (CCA)",Yes (GitHub),Yes (runtime in seconds on Windows desktop for eight methods and Linux cluster for one methods),Black box,Produces clusters,Yes (supporting information),Comparison of logranks’ test p-values and number of enriched clinical parameters,No. But no claiming of performance difference,"Logrank test (differential survival between clusters)
 Chi-squared test and Kruskal-Wallis (clinical labels (six) enrichement in clusters)",Extrinsic measures (clinical labels)
conhqw242m,63516fedb9c880af1f305b82,2022-09-01T15:16:05.445Z,True,0.67,2022-09-01T15:16:05.445Z,98d62f4d-4577-4892-9130-684c6464d69c,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,10.1371/journal.pcbi.1007814,0.0,PLoS Comput Biol,33465072,0.0,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,2021,,"1) Ecoli, Pima Indians Diabetes
(Diabetes), Epileptic Seizure, Iris, Heart Disease, Glass Identification
(Glass), Image Segmentation (Image), and Statlog
(Satellite)
2) Breast Cancer, Parkinson, SinC, Servo, and Yacht Hydro (Yacht)","all datasets are without overlap, kept coincident for each trial of the algorithms.","1) Ecoli train: 180 val:78 test:78, Diabetes train: 384 val:22 test:192, Epileptic Seizure train: 6000 val:2750 test:2750, Heart Disease train: 150 val:76 test:76, Iris train: 70 val:40  test:40, Glass train: 100 val:57 test:57, Image train: 1200 val:555 test:555, Satellite train: 3435 val:1500 test:1500
2)Breast Cancer train:98 val:50 test:50, Parkinson train:500 val:270 test:270,  SinC train:5000 val:2500 test:2500, Servo train:384 val:192 test:192,  Yacht Hydro train:150 val:79 test:79","AIS-ELM is compared with DS-ELM, PSOELM, SaE-ELM, traditional ELM,SVM, and Back Propagation.",,"All the inputs have been normalized into the range [-1, 1] for fairness.","1) Ecoli 7, Diabetes 8, Epileptic Seizure 179, Heart Disease 75, Iris 4, Glass 9, Image 19, Satellite 36
2)Breast Cancer 32, Parkinson 26,  SinC 1, Servo 4,  Yacht Hydro 13",,,"p=5, the parameters for AIS-ELM are set as follows: 𝑎(antibody population) =10,𝑏 = 50(bit position of the last “on” bit starting from the most significant bit),𝜀 = 0.1(stimulus region),𝑘 = 5(number of bits that must be flipped to mutate),𝑟 = 0.2(mutation probability)",,,"1) 1-37 seconds
 2) 13-33 seconds",Black box,"1) classification
 2) regression",,,better timing and accuracy,Means and Standard Deviation and training time,20-fold cross validation
hilwjyqhpx,63516fedb9c880af1f305b83,2022-09-01T15:16:05.445Z,True,0.29,2022-09-01T15:16:05.445Z,b8fe2726-03eb-495c-bdf4-3ad68e43c7a5,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,10.1016/j.ebiom.2021.103546,0.0,EBioMedicine,34419924,0.0,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,2021,,Data from experiments.,,,T-distributed stochastic neighbor embedding (t-SNE).,,,,,,,,,,Black box,,,,,,
b365zwv48h,63516fedb9c880af1f305b8e,2022-09-01T15:16:05.445Z,True,0.76,2022-09-01T15:16:05.445Z,a17d89ff-989f-4293-97a5-94abd04679d9,"Skolariki K, Terrera GM, Danso SO",,10.4103/1673-5374.306071,0.0,Neural Regen Res,33510068,0.0,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,2021,,Exome sequencing data for 1000 samples. Npos = 500 (control group). Nneg = 500 (disease group). Ntrain = 500. Ntest = 500. Data were provided from the Regents of the University of California under the challenge “Bipolar Exomes”.,"Random sampling from the pool of 1000 samples and balanced datasets between train, validation, and test datasets.","Npos,train = 200. Nneg,train = 200. Validation set present. Npos,validation = 50. Nneg,validation = 50. Npos,test = 249. Nneg,test = 251.",Deep convolutional neural network trained using gradient descent by standard backpropagation algorithm.,,"Moving window length across the input sequences by the convolutional kernels and formation of feature maps. One-hot-encoding was used to create vectors for all the types of genotypes available, to ensure that all the categories are equidistant from each other.","Featured maps formed from filtered exonic variants, one-hot encoded per chromosome.","Application of a batch normalization layer after the max-pooling layer contributes to avoiding overfitting the data. Additionally, balanced training, validation and testing datasets were used.",,"The deep convolutional network takes in a 23-channel input, with each input being the one-hot encoded variants of a chromosome. Initializing weights to reduce the loss function at each epoch.",Yes. Reduction of feature dimension using L1 regularization with penalty parameter C = 0.85. Less than 1% of the total features remain.,,Training the model end-to-end takes close to 6 hours on Nvidia Tesla M40 servers.,Black box. Reduced performance due to repeated feature subsampling supports the importance of all features in model performance and the absence of sequencing method artifacts.,Classification with binary predictions.,,Decision trees and random forests.,"Higher performance metrics of the convolutional neural network (e.g., accuracy = 0.65) than those of the comparing algorithms (accuracy = 0.55). Confidence intervals were not calculated, and statistical testing was not applied.","Accuracy, Precision, Recall, F1-Score, AUC score, ROC curve.",
